"Description","Value","Replicate.Name","Area.Value","Area.with.QC","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.name","Run.Type","SN.Flag","Area.Min.Flag","RT.Flag","Blank.Flag","all.Flags"
NA,NA,"180920_Poo_Day1and2Poo_Full2",483819,483819,810.127,5.504,414.1682,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Full3",1661476,1661476,810.127,5.483,1111.025,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Full4",1615521,1615521,810.127,5.484,1034.626,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Full5",1537379,1537379,810.127,5.482,556.3076,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Half1",1549369,1549369,810.127,5.481,635.1659,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Half2",545204,545204,810.128,5.508,450.4419,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Half3",1236297,1236297,810.128,5.488,777.7966,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Half4",1151370,1151370,810.127,5.485,887.969,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1and2Poo_Half5",1100097,1100097,810.127,5.485,539.3696,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1Poo_DDAneg20",2171023,2171023,810.128,5.487,818.7128,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1Poo_DDAneg35",2053323,2053323,810.128,5.489,654.5823,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_Day1Poo_DDAneg50",2021467,2021467,810.128,5.484,698.2634,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_MesoScopeQC_1",2459076,2459076,810.127,5.482,788.7244,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_MesoScopeQC_2",615581,615581,810.127,5.516,589.6743,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_MesoScopeQC_3",2061475,2061475,810.128,5.485,914.4027,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_MesoScopeQC_4",1979460,1979460,810.127,5.49,1071.5,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Poo_MesoScopeQC_5",1968617,1968617,810.127,5.49,1494.785,3799,"Acetyl CoA, 13C2","poo",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1DCM_A",3114248,3114248,810.127,5.484,1729.817,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1DCM_B",1470443,1470443,810.128,5.494,762.7231,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1DCM_C",3273858,3273858,810.127,5.485,1825.076,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C115m_A",2562946,2562946,810.127,5.483,723.5583,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C115m_B",2967686,2967686,810.127,5.488,1525.601,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C115m_C",2422336,2422336,810.127,5.487,894.1251,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1175m_A",1890395,1890395,810.128,5.572,775.7358,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1175m_B",2847825,2847825,810.128,5.486,1488.613,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS4C1175m_C",3502700,3502700,810.127,5.483,2314.001,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1DCM_A",3536110,3536110,810.127,5.481,1993.343,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1DCM_B",2697206,2697206,810.127,5.484,934.2032,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1DCM_C",4449821,4449821,810.127,5.489,2622.84,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C115m_A",3293786,3293786,810.127,5.482,2851.897,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C115m_B",1253782,1253782,810.127,5.502,455.3586,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C115m_C",3237592,3237592,810.128,5.487,2207.38,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1175m_A",2998517,2998517,810.128,5.499,1062.729,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1175m_B",3641751,3641751,810.128,5.485,2521.215,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS5C1175m_C",2749655,2749655,810.127,5.482,1197.719,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3DCM_A",2932757,2932757,810.128,5.485,1411.454,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3DCM_B",1238678,1238678,810.128,5.506,801.5534,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3DCM_C",3334319,3334319,810.127,5.482,1053.63,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C315m_A",3653464,3653464,810.128,5.486,1977.06,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C315m_B",3627538,3627538,810.127,5.485,2375.739,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C315m_C",3222118,3222118,810.128,5.486,1870.527,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3175m_A",2725232,2725232,810.127,5.485,1429.574,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3175m_B",2857898,2857898,810.127,5.492,1591.863,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS6C3175m_C",2490760,2490760,810.127,5.482,1016.111,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1DCM_A",1025473,1025473,810.127,5.475,755.2009,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1DCM_B",3580166,3580166,810.127,5.483,2901.851,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1DCM_C",3026199,3026199,810.127,5.487,1687.704,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C115m_A",3235355,3235355,810.127,5.484,2096.992,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C115m_B",2673608,2673608,810.127,5.486,749.5564,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C115m_C",3140090,3140090,810.127,5.489,1732.119,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1175m_A",3354556,3354556,810.127,5.488,1595.376,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1175m_B",871026,871026,810.128,5.51,676.3281,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS7C1175m_C",3514791,3514791,810.127,5.486,1458.16,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1DCM_A",2814560,2814560,810.127,5.485,1758.677,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1DCM_B",4684556,4684556,810.127,5.486,2692.134,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1DCM_C",2351638,2351638,810.127,5.488,1189.825,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C115m_A",3179439,3179439,810.127,5.484,1637.199,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C115m_B",804796,804796,810.128,5.507,704.4399,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C115m_C",3080432,3080432,810.127,5.49,1810.651,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1175m_A",3280664,3280664,810.127,5.488,2402.533,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1175m_B",6249590,6249590,810.127,5.479,3500.393,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS8C1175m_C",3823997,3823997,810.127,5.485,2637.596,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2DCM_A",3669072,3669072,810.127,5.486,1828.918,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2DCM_B",907398,907398,810.127,5.514,795.075,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2DCM_C",3967068,3967068,810.127,5.489,2129.206,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C215m_A",3450767,3450767,810.127,5.485,2581.554,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C215m_B",3415792,3415792,810.127,5.487,2417.92,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C215m_C",3085596,3085596,810.127,5.485,2387.269,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2175m_A",2992030,2992030,810.127,5.489,1340.676,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2175m_B",3482503,3482503,810.127,5.485,1864.919,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS9C2175m_C",2389583,2389583,810.127,5.483,828.6013,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2DCM_A",3486579,3486579,810.127,5.483,2183.879,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2DCM_B",3352662,3352662,810.127,5.484,2606.381,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2DCM_C",3278400,3278400,810.127,5.481,1592.718,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C215m_A",1604455,1604455,810.128,5.492,821.9424,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C215m_B",3307337,3307337,810.127,5.491,1395.597,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C215m_C",3675257,3675257,810.127,5.49,2770.367,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2175m_A",3098956,3098956,810.127,5.486,2353.271,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2175m_B",2857986,2857986,810.127,5.486,1559.497,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS10C2175m_C",939754,939754,810.127,5.519,887.707,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2DCM_A",3087886,3087886,810.127,5.483,2329.031,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2DCM_B",1788804,1788804,810.128,5.495,695.7041,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2DCM_C",2927902,2927902,810.127,5.486,2586.719,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C215m_A",3846279,3846279,810.127,5.486,2212.767,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C215m_B",904042,904042,810.127,5.517,1253.587,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C215m_C",3332846,3332846,810.127,5.488,1745.809,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2175m_A",2998700,2998700,810.127,5.484,1962.381,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2175m_B",2275151,2275151,810.128,5.488,1103.899,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS11C2175m_C",1707130,1707130,810.127,5.487,1654.266,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1DCM_A",590590,590590,810.127,5.52,815.5146,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1DCM_B",3638301,3638301,810.127,5.486,1740.95,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1DCM_C",3193336,3193336,810.127,5.48,2202.139,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C115m_A",2882904,2882904,810.127,5.482,1321.202,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C115m_B",4097452,4097452,810.127,5.489,2776.806,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C115m_C",3615059,3615059,810.127,5.487,1985.178,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1175m_A",1574058,1574058,810.127,5.488,640.8269,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1175m_B",2996696,2996696,810.127,5.487,1795.961,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS12C1175m_C",3797388,3797388,810.127,5.481,2263.425,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2DCM_A",3556441,3556441,810.127,5.482,2226.45,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2DCM_B",3777043,3777043,810.127,5.488,2688.317,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2DCM_C",3582289,3582289,810.127,5.485,2249,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C315m_A",3243282,3243282,810.127,5.484,2250.205,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C315m_B",1900887,1900887,810.127,5.493,812.3403,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C315m_C",3612587,3612587,810.127,5.489,2710.745,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2175m_A",507579,507579,810.127,5.523,709.411,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2175m_B",3476948,3476948,810.127,5.489,2259.271,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS13C2175m_C",3196995,3196995,810.127,5.491,1965.65,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2DCM_A",1454021,1454021,810.127,5.503,625.8203,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2DCM_B",4063288,4063288,810.127,5.485,2051.219,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2DCM_C",4371009,4371009,810.127,5.487,2111.904,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C215m_A",3224280,3224280,810.127,5.489,1947.595,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C215m_B",3414925,3414925,810.127,5.487,2722.115,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C215m_C",3838588,3838588,810.127,5.491,2790.436,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2175m_A",3566580,3566580,810.127,5.483,2548.68,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2175m_B",3374010,3374010,810.127,5.484,1895.073,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Smp_MS14C2175m_C",2206217,2206217,810.128,5.556,842.09,3799,"Acetyl CoA, 13C2","smp",NA,NA,NA,NA,NA
NA,NA,"180920_Std_4uMStdMix4InH2O_1",1227297,1227297,810.127,5.461,809.5424,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
NA,NA,"180920_Std_4uMStdMix4InH2O_2",1635364,1635364,810.127,5.466,1322.401,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
NA,NA,"180920_Std_4uMStdMix4InMatrix_1",2071751,2071751,810.127,5.472,1323.644,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
NA,NA,"180920_Std_4uMStdMix4InMatrix_2",1845610,1845610,810.127,5.47,1328.49,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
NA,NA,"180920_Std_H2OinMatrix_1",791480,791480,810.127,5.468,184.1565,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
NA,NA,"180920_Std_H2OinMatrix_2",536058,536058,810.128,5.477,362.4196,3799,"Acetyl CoA, 13C2","std",NA,NA,NA,NA,NA
